,confirmados_novos,recuperados,total_testes,testes_pcr,tests_per_case_Australia,new_deaths_Canada,icu_patients_per_million_Canada,hosp_patients_Canada,icu_patients_per_million_Cyprus,new_deaths_Denmark,new_deaths_per_million_Denmark,icu_patients_Denmark,icu_patients_per_million_Denmark,hosp_patients_Denmark,hosp_patients_per_million_Denmark,new_cases_Dominican Republic,new_cases_per_million_Dominican Republic,new_tests_Dominican Republic,new_deaths_per_million_Georgia,new_deaths_Germany,new_deaths_per_million_Germany,icu_patients_Germany,icu_patients_per_million_Germany,new_deaths_Ireland,new_deaths_per_million_Ireland,icu_patients_Ireland,icu_patients_per_million_Ireland,hosp_patients_Ireland,hosp_patients_per_million_Ireland,new_tests_Ireland,new_tests_per_thousand_Ireland,new_cases_Japan,new_cases_per_million_Japan,new_tests_per_thousand_Japan,new_cases_Latvia,new_deaths_Latvia,new_cases_per_million_Latvia,new_deaths_per_million_Latvia,hosp_patients_Latvia,hosp_patients_per_million_Latvia,positive_rate_Latvia,new_deaths_Lithuania,positive_rate_Lithuania,positive_rate_Malta,new_cases_Mexico,new_deaths_Mexico,new_cases_per_million_Mexico,new_deaths_per_million_Mexico,new_tests_per_thousand_Mexico,new_cases_Monaco,new_cases_per_million_Montenegro,new_cases_Mozambique,new_cases_per_million_Mozambique,new_tests_Mozambique,new_tests_per_thousand_Mozambique,positive_rate_Mozambique,new_cases_Portugal,new_deaths_Portugal,new_cases_per_million_Portugal,new_deaths_per_million_Portugal,icu_patients_Portugal,icu_patients_per_million_Portugal,hosp_patients_Portugal,new_tests_per_thousand_Portugal,positive_rate_Portugal,new_cases_Russia,new_deaths_Russia,new_cases_per_million_Russia,new_cases_per_million_Slovakia,new_deaths_per_million_Slovakia,hosp_patients_Slovakia,hosp_patients_per_million_Slovakia,new_cases_Slovenia,new_deaths_per_million_Slovenia,icu_patients_Slovenia,icu_patients_per_million_Slovenia,hosp_patients_Slovenia,positive_rate_Slovenia,icu_patients_per_million_Spain,hosp_patients_Spain,positive_rate_Sweden,new_cases_United Arab Emirates,new_cases_per_million_United Arab Emirates,positive_rate_United Arab Emirates,new_vaccinations_United Arab Emirates,new_cases_United Kingdom,new_deaths_United Kingdom,new_cases_per_million_United Kingdom,new_deaths_per_million_United Kingdom,icu_patients_United Kingdom,icu_patients_per_million_United Kingdom,hosp_patients_United Kingdom,hosp_patients_per_million_United Kingdom,new_cases_United States,new_deaths_United States,new_cases_per_million_United States,new_deaths_per_million_United States,icu_patients_United States,icu_patients_per_million_United States,hosp_patients_United States,new_tests_United States
2020-03-27,724.0,0.0,7913.0,7913.0,0.0,9.0,2.358,260.0,9.133,11.0,1.899,0.0,0.0,0.0,0.0,93.0,8.573,423.0,0.0,75.0,0.895,905.0,10.802,3.0,0.608,68.0,13.771,380.0,76.957,2941.0,0.596,114.0,0.901,0.011,36.0,0.0,19.086,0.0,0.0,0.0,0.023,1.0,0.062,0.027,132.0,4.0,1.024,0.031,0.012,9.0,20.699,0.0,0.0,0.0,0.0,0.0,724.0,16.0,71.003,1.569,71.0,6.963,354.0,0.776,0.096,196.0,1.0,1.343,7.876,0.0,0.0,0.0,70.0,1.443,22.0,10.582,102.0,0.042,0.0,0.0,0.0,72.0,7.28,0.004,0.0,3249.0,288.0,47.86,4.242,0.0,0.0,7267.0,107.047,18690.0,522.0,56.465,1.577,0.0,0.0,0.0,136187.0
2020-03-28,902.0,0.0,6893.0,6893.0,0.0,16.0,3.312,294.0,12.559,13.0,2.244,0.0,0.0,0.0,0.0,138.0,12.721,437.0,0.0,91.0,1.086,1001.0,11.947,14.0,2.835,80.0,16.202,442.0,89.514,2206.0,0.447,198.0,1.566,0.002,25.0,0.0,13.254,0.0,0.0,0.0,0.026,0.0,0.056,0.025,131.0,4.0,1.016,0.031,0.006,0.0,3.184,1.0,0.032,0.0,0.0,0.0,902.0,24.0,88.46,2.354,89.0,8.728,418.0,0.676,0.102,228.0,0.0,1.562,4.213,0.0,0.0,0.0,52.0,0.0,23.0,11.063,102.0,0.043,0.0,0.0,0.0,63.0,6.37,0.005,0.0,2843.0,292.0,41.879,4.301,0.0,0.0,8278.0,121.94,19630.0,642.0,59.305,1.94,0.0,0.0,0.0,121996.0
2020-03-29,792.0,0.0,5032.0,5032.0,28.0,14.0,3.762,329.0,10.275,7.0,1.209,0.0,0.0,0.0,0.0,140.0,12.906,366.0,0.0,100.0,1.194,1063.0,12.687,10.0,2.025,96.0,19.442,513.0,103.893,1616.0,0.327,179.0,1.415,0.002,42.0,0.0,22.267,0.0,0.0,0.0,0.029,0.0,0.046,0.018,145.0,4.0,1.125,0.031,0.006,4.0,1.592,0.0,0.0,0.0,0.0,0.0,792.0,19.0,77.672,1.863,138.0,13.534,486.0,0.493,0.106,270.0,4.0,1.85,4.03,0.0,0.0,0.0,46.0,0.962,24.0,11.544,108.0,0.042,0.0,0.0,0.0,102.0,10.313,0.007,0.0,2892.0,213.0,42.601,3.138,0.0,0.0,9525.0,140.309,18899.0,624.0,57.096,1.885,0.0,0.0,0.0,110148.0
2020-03-30,446.0,0.0,7986.0,7986.0,26.4,29.0,4.16,406.0,11.417,5.0,0.863,0.0,0.0,0.0,0.0,42.0,3.872,299.0,0.0,112.0,1.337,1203.0,14.358,8.0,1.62,107.0,21.67,571.0,115.639,1397.0,0.283,94.0,0.743,0.028,29.0,0.0,15.375,0.0,28.0,14.845,0.03,0.0,0.045,0.013,101.0,8.0,0.783,0.062,0.013,3.0,9.553,0.0,0.0,0.0,0.0,0.0,446.0,21.0,43.74,2.059,164.0,16.084,571.0,0.783,0.097,302.0,1.0,2.069,4.03,0.0,0.0,0.0,26.0,0.0,29.0,13.949,117.0,0.044,0.0,0.0,0.0,41.0,4.145,0.007,0.0,4327.0,374.0,63.739,5.509,0.0,0.0,11093.0,163.406,22075.0,713.0,66.691,2.154,0.0,0.0,0.0,123590.0
2020-03-31,1035.0,0.0,7962.0,7962.0,29.1,27.0,4.372,482.0,12.559,13.0,2.244,0.0,0.0,0.0,0.0,208.0,19.174,447.0,0.0,130.0,1.552,1550.0,18.5,17.0,3.443,120.0,24.302,596.0,120.702,1928.0,0.39,254.0,2.008,0.015,22.0,0.0,11.664,0.0,27.0,14.314,0.033,0.0,0.041,0.016,121.0,1.0,0.938,0.008,0.012,3.0,28.66,0.0,0.0,36.0,0.001,0.0,1035.0,20.0,101.503,1.961,188.0,18.437,627.0,0.781,0.106,501.0,8.0,3.433,4.945,0.0,0.0,0.0,46.0,1.924,28.0,13.468,110.0,0.043,0.0,0.0,0.0,53.0,5.359,0.006,0.0,4534.0,404.0,66.788,5.951,0.0,0.0,12597.0,185.561,26314.0,1085.0,79.498,3.278,0.0,0.0,0.0,142483.0
2020-04-01,808.0,0.0,8650.0,8650.0,30.3,23.0,4.61,526.0,12.559,14.0,2.417,0.0,0.0,0.0,0.0,175.0,16.132,316.0,0.0,145.0,1.731,1784.0,21.293,14.0,2.835,128.0,25.922,656.0,132.853,2009.0,0.407,280.0,2.214,0.0,48.0,0.0,25.448,0.0,28.0,14.845,0.037,2.0,0.036,0.014,163.0,8.0,1.264,0.062,0.013,3.0,22.291,2.0,0.064,19.0,0.001,0.0,808.0,27.0,79.241,2.648,230.0,22.556,726.0,0.848,0.103,440.0,7.0,3.015,6.777,0.183,0.0,0.0,39.0,0.0,31.0,14.912,109.0,0.044,0.0,0.0,0.0,150.0,15.166,0.006,0.0,4974.0,673.0,73.27,9.914,0.0,0.0,13637.0,200.881,32286.0,1283.0,97.54,3.876,0.0,0.0,0.0,153578.0
2020-04-02,783.0,25.0,9299.0,9299.0,34.0,49.0,9.591,993.0,10.275,19.0,3.28,0.0,0.0,0.0,0.0,96.0,8.85,182.0,0.0,187.0,2.232,2102.0,25.088,13.0,2.633,132.0,26.733,655.0,132.65,1975.0,0.4,283.0,2.238,0.037,12.0,0.0,6.362,0.0,29.0,15.375,0.034,0.0,0.034,0.014,132.0,13.0,1.024,0.101,0.013,5.0,33.436,0.0,0.0,18.0,0.001,0.0,783.0,22.0,76.789,2.158,240.0,23.537,1042.0,0.912,0.102,771.0,6.0,5.283,4.762,0.0,0.0,0.0,56.0,0.962,30.0,14.43,108.0,0.041,0.0,0.0,0.0,210.0,21.233,0.008,0.0,4929.0,657.0,72.607,9.678,1813.0,26.707,13875.0,204.387,32222.0,1513.0,97.347,4.571,0.0,0.0,0.0,162216.0
2020-04-03,852.0,0.0,9479.0,9479.0,37.0,53.0,10.519,1129.0,13.7,16.0,2.762,0.0,0.0,0.0,0.0,108.0,9.956,342.0,0.0,168.0,2.005,2361.0,28.18,22.0,4.455,137.0,27.745,704.0,142.574,1857.0,0.376,336.0,2.657,0.026,35.0,1.0,18.556,0.53,31.0,16.435,0.033,0.0,0.031,0.014,178.0,10.0,1.381,0.078,0.014,4.0,47.766,0.0,0.0,15.0,0.0,0.0,852.0,37.0,83.556,3.629,245.0,24.027,1058.0,0.93,0.102,601.0,4.0,4.118,4.396,0.0,0.0,0.0,37.0,1.443,30.0,14.43,114.0,0.041,0.0,0.0,0.0,240.0,24.266,0.008,0.0,4981.0,737.0,73.373,10.856,2120.0,31.229,15546.0,229.002,32307.0,1432.0,97.603,4.326,0.0,0.0,0.0,169965.0
2020-04-04,638.0,7.0,9158.0,9158.0,43.6,83.0,11.234,1216.0,12.559,22.0,3.798,0.0,0.0,0.0,0.0,0.0,0.0,641.0,0.251,169.0,2.017,2471.0,29.493,17.0,3.443,140.0,28.353,738.0,149.459,1849.0,0.374,371.0,2.933,0.002,16.0,0.0,8.483,0.0,29.0,15.375,0.031,1.0,0.029,0.014,202.0,19.0,1.567,0.147,0.009,2.0,42.989,0.0,0.0,24.0,0.001,0.014,638.0,20.0,62.569,1.961,251.0,24.616,1075.0,0.898,0.093,582.0,9.0,3.988,3.846,0.0,0.0,0.0,43.0,0.962,32.0,15.393,109.0,0.039,0.0,0.0,0.0,241.0,24.367,0.007,0.0,4073.0,757.0,59.998,11.151,2309.0,34.013,17502.0,257.815,32386.0,1567.0,97.842,4.734,0.0,0.0,0.0,148675.0
2020-04-05,754.0,0.0,6716.0,6716.0,50.4,75.0,12.055,1272.0,12.559,18.0,3.108,0.0,0.0,0.0,0.0,257.0,23.691,306.0,0.251,140.0,1.671,2528.0,30.173,21.0,4.253,139.0,28.15,702.0,142.169,2831.0,0.573,351.0,2.775,0.002,24.0,0.0,12.724,0.0,36.0,19.086,0.027,1.0,0.028,0.017,253.0,15.0,1.962,0.116,0.006,7.0,20.699,0.0,0.0,22.0,0.001,0.014,754.0,29.0,73.945,2.844,267.0,26.185,1084.0,0.659,0.09,658.0,2.0,4.509,2.564,0.0,0.0,0.0,20.0,2.886,31.0,14.912,110.0,0.039,0.0,0.0,0.0,294.0,29.726,0.006,0.0,3650.0,601.0,53.767,8.853,2469.0,36.37,18855.0,277.745,29895.0,1615.0,90.316,4.879,0.0,0.0,0.0,139535.0
2020-04-06,452.0,65.0,9369.0,9369.0,55.1,85.0,12.877,1351.0,12.559,8.0,1.381,0.0,0.0,0.0,0.0,83.0,7.651,331.0,0.0,226.0,2.697,2551.0,30.447,16.0,3.24,144.0,29.163,829.0,167.889,6117.0,1.239,234.0,1.85,0.062,9.0,0.0,4.771,0.0,44.0,23.327,0.023,2.0,0.025,0.018,296.0,31.0,2.296,0.24,0.016,4.0,30.252,0.0,0.0,4.0,0.0,0.014,452.0,16.0,44.328,1.569,270.0,26.479,1099.0,0.919,0.088,954.0,2.0,6.537,8.975,0.183,0.0,0.0,24.0,0.962,30.0,14.43,112.0,0.036,0.0,0.0,0.0,277.0,28.007,0.006,0.0,5316.0,570.0,78.308,8.396,2644.0,38.948,19493.0,287.143,31390.0,1772.0,94.833,5.353,0.0,0.0,0.0,143947.0
2020-04-07,712.0,44.0,10623.0,10623.0,56.1,61.0,13.38,1430.0,14.842,16.0,2.762,0.0,0.0,0.0,0.0,128.0,11.8,538.0,0.251,206.0,2.459,2641.0,31.522,36.0,7.291,143.0,28.96,828.0,167.686,1853.0,0.375,375.0,2.965,0.036,6.0,1.0,3.181,0.53,41.0,21.737,0.019,1.0,0.025,0.024,346.0,16.0,2.684,0.124,0.016,2.0,12.738,0.0,0.0,57.0,0.002,0.012,712.0,34.0,69.826,3.334,271.0,26.577,1180.0,1.042,0.079,1154.0,11.0,7.908,8.609,0.0,0.0,0.0,38.0,2.886,32.0,15.393,109.0,0.036,0.0,0.0,0.0,283.0,28.614,0.006,0.0,5486.0,1105.0,80.812,16.277,2864.0,42.188,20234.0,298.058,30779.0,2574.0,92.987,7.776,0.0,0.0,0.0,180390.0
2020-04-08,699.0,12.0,11691.0,11691.0,62.1,67.0,13.857,1467.0,15.984,15.0,2.59,0.0,0.0,0.0,0.0,155.0,14.288,793.0,0.0,333.0,3.975,2654.0,31.677,25.0,5.063,146.0,29.568,837.0,169.509,3728.0,0.755,535.0,4.23,0.011,29.0,0.0,15.375,0.0,39.0,20.676,0.016,0.0,0.024,0.02,396.0,33.0,3.071,0.256,0.017,2.0,11.145,7.0,0.224,43.0,0.001,0.038,699.0,35.0,68.552,3.432,245.0,24.027,1211.0,1.147,0.074,1175.0,5.0,8.052,18.499,0.0,0.0,0.0,32.0,1.924,35.0,16.836,111.0,0.032,0.0,0.0,0.0,300.0,30.332,0.006,0.0,5163.0,1032.0,76.054,15.202,2967.0,43.706,20740.0,305.512,31235.0,2161.0,94.365,6.529,0.0,0.0,0.0,169056.0
2020-04-09,815.0,9.0,12209.0,12209.0,70.4,123.0,14.864,1538.0,13.7,19.0,3.28,0.0,0.0,0.0,0.0,238.0,21.94,785.0,0.0,258.0,3.079,2714.0,32.393,28.0,5.671,151.0,30.58,838.0,169.711,5487.0,1.111,594.0,4.697,0.022,12.0,1.0,6.362,0.53,38.0,20.146,0.015,0.0,0.022,0.025,260.0,20.0,2.017,0.155,0.013,3.0,6.369,0.0,0.0,16.0,0.001,0.038,815.0,29.0,79.928,2.844,241.0,23.635,1173.0,1.197,0.071,1459.0,13.0,9.998,3.48,0.0,0.0,0.0,33.0,1.443,34.0,16.355,108.0,0.031,0.0,0.0,0.0,331.0,33.467,0.006,0.0,4906.0,1117.0,72.268,16.454,2963.0,43.647,21005.0,309.416,35942.0,2209.0,108.585,6.674,0.0,0.0,0.0,174983.0
2020-04-10,1516.0,28.0,10216.0,10216.0,74.3,96.0,14.361,1629.0,13.7,10.0,1.726,0.0,0.0,0.0,0.0,271.0,24.982,533.0,0.0,160.0,1.91,2702.0,32.25,24.0,4.86,155.0,31.391,825.0,167.079,6959.0,1.409,636.0,5.029,0.043,23.0,0.0,12.194,0.0,35.0,18.556,0.014,1.0,0.021,0.024,403.0,39.0,3.126,0.302,0.015,6.0,4.777,3.0,0.096,54.0,0.002,0.046,1516.0,26.0,148.675,2.55,226.0,22.164,1179.0,1.002,0.08,1786.0,18.0,12.238,2.564,0.0,0.0,0.0,36.0,0.962,36.0,17.317,106.0,0.029,0.0,0.0,0.0,370.0,37.41,0.006,0.0,4367.0,1123.0,64.328,16.542,3228.0,47.55,21280.0,313.467,34403.0,2197.0,103.936,6.637,0.0,0.0,0.0,172940.0
2020-04-11,515.0,33.0,9121.0,9121.0,83.6,119.0,14.864,1696.0,13.7,13.0,2.244,0.0,0.0,0.0,0.0,139.0,12.814,806.0,0.0,-31.0,-0.37,2652.0,31.653,33.0,6.683,155.0,31.391,856.0,173.357,6990.0,1.416,701.0,5.543,0.013,18.0,0.0,9.543,0.0,36.0,19.086,0.014,1.0,0.022,0.024,375.0,40.0,2.908,0.31,0.011,2.0,12.738,0.0,0.0,10.0,0.0,0.049,515.0,35.0,50.507,3.432,233.0,22.851,1175.0,0.895,0.078,1667.0,12.0,11.423,2.381,0.0,0.0,0.0,28.0,2.405,35.0,16.836,94.0,0.029,0.0,0.0,0.0,376.0,38.017,0.007,0.0,3613.0,844.0,53.222,12.433,3274.0,48.228,21254.0,313.084,29083.0,2125.0,87.863,6.42,0.0,0.0,0.0,210695.0
2020-04-12,598.0,11.0,5210.0,5210.0,90.4,109.0,15.102,1792.0,14.842,13.0,2.244,0.0,0.0,0.0,0.0,208.0,19.174,800.0,0.0,286.0,3.414,2652.0,31.653,14.0,2.835,148.0,29.973,853.0,172.749,5722.0,1.159,522.0,4.127,0.0,21.0,2.0,11.133,1.06,43.0,22.797,0.016,1.0,0.023,0.022,442.0,23.0,3.428,0.178,0.009,1.0,14.33,1.0,0.032,128.0,0.004,0.035,598.0,34.0,58.646,3.334,228.0,22.36,1177.0,0.511,0.078,2186.0,24.0,14.979,2.564,0.0,0.0,0.0,17.0,1.443,35.0,16.836,95.0,0.027,0.0,0.0,0.0,387.0,39.129,0.008,0.0,3539.0,657.0,52.132,9.678,3301.0,48.626,21687.0,319.462,27256.0,1875.0,82.344,5.665,0.0,0.0,0.0,111630.0
2020-04-13,349.0,0.0,8944.0,8944.0,107.3,130.0,15.261,1872.0,14.842,12.0,2.072,0.0,0.0,0.0,0.0,200.0,18.437,373.0,0.0,172.0,2.053,2719.0,32.453,31.0,6.278,143.0,28.96,868.0,175.787,8427.0,1.707,300.0,2.372,0.073,4.0,0.0,2.121,0.0,44.0,23.327,0.015,1.0,0.023,0.02,353.0,36.0,2.738,0.279,0.022,0.0,3.184,0.0,0.0,4.0,0.0,0.035,349.0,31.0,34.227,3.04,188.0,18.437,1187.0,0.877,0.077,2558.0,18.0,17.528,4.945,0.0,0.0,0.0,7.0,0.962,33.0,15.874,95.0,0.025,0.0,0.0,0.0,398.0,40.241,0.009,0.0,4205.0,725.0,61.942,10.68,3277.0,48.272,21308.0,313.879,26939.0,2015.0,81.386,6.088,0.0,0.0,0.0,114180.0
2020-04-14,514.0,70.0,11920.0,11920.0,107.3,136.0,15.129,1936.0,13.7,14.0,2.417,0.0,0.0,0.0,0.0,119.0,10.97,1293.0,0.0,100.0,1.194,2722.0,32.488,41.0,8.303,149.0,30.175,868.0,175.787,4275.0,0.866,504.0,3.985,0.065,2.0,0.0,1.06,0.0,46.0,24.388,0.017,1.0,0.022,0.014,385.0,74.0,2.986,0.574,0.023,0.0,14.33,7.0,0.224,79.0,0.003,0.054,514.0,32.0,50.408,3.138,218.0,21.379,1227.0,1.169,0.072,2774.0,22.0,19.009,12.089,0.0,0.0,0.0,8.0,0.481,35.0,16.836,103.0,0.024,0.0,0.0,0.0,412.0,41.657,0.011,0.0,4348.0,1080.0,64.049,15.909,3234.0,47.639,21281.0,313.481,28818.0,2439.0,87.063,7.369,0.0,0.0,0.0,162462.0
2020-04-15,643.0,36.0,13649.0,13649.0,121.0,154.0,14.838,2006.0,13.7,10.0,1.726,0.0,0.0,0.0,0.0,328.0,30.236,488.0,0.0,510.0,6.087,2735.0,32.643,38.0,7.696,140.0,28.353,881.0,178.42,3036.0,0.615,558.0,4.412,0.005,9.0,0.0,4.771,0.0,46.0,24.388,0.015,4.0,0.02,0.014,448.0,43.0,3.475,0.334,0.022,0.0,7.961,1.0,0.032,31.0,0.001,0.037,643.0,32.0,63.06,3.138,208.0,20.399,1200.0,1.339,0.069,3388.0,28.0,23.216,5.129,0.733,0.0,0.0,28.0,2.405,34.0,16.355,96.0,0.023,0.0,0.0,0.0,432.0,43.679,0.012,0.0,5100.0,884.0,75.126,13.022,3228.0,47.55,20582.0,303.185,25408.0,2611.0,76.761,7.888,0.0,0.0,0.0,172178.0
2020-04-16,750.0,110.0,13474.0,13474.0,140.9,203.0,14.308,2048.0,13.7,12.0,2.072,0.0,0.0,0.0,0.0,141.0,12.998,1053.0,0.0,248.0,2.96,2810.0,33.539,42.0,8.506,142.0,28.758,856.0,173.357,3644.0,0.738,563.0,4.451,0.042,9.0,0.0,4.771,0.0,45.0,23.857,0.015,0.0,0.019,0.01,450.0,37.0,3.49,0.287,0.021,0.0,23.883,2.0,0.064,62.0,0.002,0.038,750.0,30.0,73.553,2.942,229.0,22.458,1302.0,1.321,0.067,3448.0,34.0,23.627,20.88,0.366,0.0,0.0,20.0,0.0,30.0,14.43,99.0,0.023,0.0,0.0,0.0,460.0,46.51,0.013,0.0,5343.0,1040.0,78.705,15.32,3222.0,47.462,20389.0,300.342,30002.0,2155.0,90.64,6.511,0.0,0.0,0.0,184102.0
2020-04-17,181.0,26.0,14720.0,14720.0,173.2,126.0,14.149,2131.0,14.842,15.0,2.59,0.0,0.0,0.0,0.0,371.0,34.2,1091.0,0.0,300.0,3.581,2879.0,34.362,44.0,8.911,137.0,27.745,852.0,172.547,4311.0,0.873,560.0,4.428,0.033,7.0,0.0,3.711,0.0,42.0,22.267,0.011,1.0,0.019,0.01,578.0,60.0,4.483,0.465,0.024,1.0,0.0,3.0,0.096,43.0,0.001,0.039,181.0,28.0,17.751,2.746,222.0,21.772,1284.0,1.444,0.046,4070.0,41.0,27.889,13.188,0.183,0.0,0.0,36.0,2.405,28.0,13.468,95.0,0.02,0.0,0.0,0.0,477.0,48.229,0.016,0.0,4990.0,914.0,73.506,13.464,3162.0,46.578,19330.0,284.742,33066.0,2113.0,99.896,6.384,0.0,0.0,0.0,197933.0
2020-04-18,663.0,91.0,12795.0,12795.0,221.4,143.0,15.685,2182.0,14.842,10.0,1.726,0.0,0.0,0.0,0.0,209.0,19.266,1210.0,0.251,107.0,1.277,2928.0,34.947,41.0,8.303,134.0,27.138,811.0,164.243,2253.0,0.456,590.0,4.665,0.008,30.0,0.0,15.905,0.0,37.0,19.616,0.012,1.0,0.018,0.008,622.0,104.0,4.824,0.807,0.013,0.0,6.369,1.0,0.032,54.0,0.002,0.038,663.0,30.0,65.021,2.942,228.0,22.36,1253.0,1.255,0.046,4785.0,40.0,32.789,7.326,0.366,0.0,0.0,13.0,1.924,27.0,12.987,93.0,0.019,0.0,0.0,0.0,0.0,0.0,0.014,0.0,4736.0,1108.0,69.764,16.321,3247.0,47.83,19456.0,286.598,27907.0,1973.0,84.311,5.961,0.0,0.0,0.0,167059.0
2020-04-19,521.0,0.0,9502.0,9502.0,227.3,158.0,13.672,2132.0,13.7,9.0,1.554,0.0,0.0,0.0,0.0,345.0,31.803,1099.0,0.0,127.0,1.516,2870.0,34.255,39.0,7.898,133.0,26.935,816.0,165.256,2313.0,0.468,366.0,2.894,0.023,15.0,0.0,7.952,0.0,44.0,23.327,0.01,1.0,0.016,0.007,764.0,36.0,5.926,0.279,0.012,0.0,1.592,4.0,0.128,85.0,0.003,0.05,521.0,27.0,51.095,2.648,224.0,21.968,1243.0,0.932,0.043,6060.0,48.0,41.525,13.188,0.183,0.0,0.0,13.0,1.924,26.0,12.506,89.0,0.019,0.0,0.0,0.0,479.0,48.431,0.014,0.0,3860.0,433.0,56.86,6.378,3176.0,46.784,19574.0,288.336,26062.0,1976.0,78.737,5.97,0.0,0.0,0.0,134259.0
2020-04-20,657.0,0.0,11089.0,11089.0,255.9,146.0,13.963,2188.0,14.842,9.0,1.554,0.0,0.0,0.0,0.0,284.0,26.18,291.0,0.0,276.0,3.294,2900.0,34.613,77.0,15.594,139.0,28.15,820.0,166.066,1626.0,0.329,344.0,2.72,0.054,12.0,0.0,6.362,0.0,45.0,23.857,0.011,3.0,0.015,0.008,511.0,26.0,3.963,0.202,0.028,0.0,6.369,0.0,0.0,73.0,0.002,0.042,657.0,21.0,64.433,2.059,215.0,21.085,1208.0,1.088,0.045,4268.0,44.0,29.246,2.198,0.183,0.0,0.0,5.0,1.443,26.0,12.506,87.0,0.018,0.0,0.0,0.0,484.0,48.936,0.014,0.0,4866.0,576.0,71.679,8.485,3130.0,46.107,19331.0,284.757,29820.0,2235.0,90.09,6.752,0.0,0.0,0.0,159921.0
2020-04-21,516.0,307.0,14930.0,14930.0,318.9,193.0,14.069,2305.0,13.7,6.0,1.036,0.0,0.0,0.0,0.0,80.0,7.375,1288.0,0.0,171.0,2.041,2855.0,34.076,43.0,8.708,133.0,26.935,774.0,156.75,3757.0,0.761,383.0,3.028,0.044,9.0,4.0,4.771,2.121,43.0,22.797,0.01,0.0,0.014,0.008,729.0,145.0,5.654,1.125,0.026,0.0,1.592,0.0,0.0,53.0,0.002,0.028,516.0,27.0,50.605,2.648,213.0,20.889,1172.0,1.464,0.044,5642.0,51.0,38.661,4.762,0.183,0.0,0.0,9.0,0.0,25.0,12.025,86.0,0.014,0.0,0.0,0.0,490.0,49.543,0.016,0.0,4775.0,1224.0,70.339,18.03,3036.0,44.722,19139.0,281.929,25926.0,2502.0,78.326,7.559,0.0,0.0,0.0,221059.0
2020-04-22,603.0,226.0,15531.0,15531.0,382.4,195.0,13.725,2369.0,12.559,14.0,2.417,0.0,0.0,0.0,0.0,256.0,23.599,1019.0,0.251,246.0,2.936,2739.0,32.691,39.0,7.898,131.0,26.53,778.0,157.56,5363.0,1.086,396.0,3.131,0.035,13.0,2.0,6.892,1.06,42.0,22.267,0.01,1.0,0.012,0.008,1043.0,113.0,8.089,0.876,0.025,0.0,3.184,2.0,0.064,84.0,0.003,0.026,603.0,23.0,59.137,2.256,207.0,20.301,1146.0,1.523,0.042,5236.0,57.0,35.879,8.242,0.0,0.0,0.0,9.0,0.962,24.0,11.544,82.0,0.013,0.0,0.0,0.0,483.0,48.835,0.018,0.0,5505.0,857.0,81.092,12.624,2964.0,43.661,18533.0,273.002,28911.0,2465.0,87.344,7.447,0.0,0.0,0.0,235642.0
2020-04-23,371.0,58.0,15183.0,15183.0,433.3,171.0,13.592,2517.0,11.417,10.0,1.726,0.0,0.0,0.0,0.0,243.0,22.401,990.0,0.0,296.0,3.533,2720.0,32.464,25.0,5.063,123.0,24.91,742.0,150.269,4871.0,0.986,432.0,3.416,0.042,17.0,0.0,9.013,0.0,40.0,21.207,0.011,0.0,0.011,0.006,1089.0,99.0,8.446,0.768,0.028,0.0,1.592,5.0,0.16,78.0,0.002,0.032,371.0,35.0,36.384,3.432,204.0,20.006,1095.0,1.489,0.037,4774.0,42.0,32.713,14.836,0.183,0.0,0.0,13.0,0.0,23.0,11.063,80.0,0.009,0.0,0.0,0.0,518.0,52.374,0.018,0.0,5168.0,684.0,76.128,10.076,2867.0,42.233,17867.0,263.191,33612.0,2461.0,101.546,7.435,0.0,0.0,0.0,232860.0
2020-04-24,444.0,27.0,14817.0,14817.0,586.1,180.0,14.308,2582.0,10.275,9.0,1.554,0.0,0.0,0.0,0.0,206.0,18.99,1014.0,0.0,185.0,2.208,2644.0,31.557,220.0,44.554,118.0,23.897,745.0,150.877,5580.0,1.13,385.0,3.044,0.041,6.0,1.0,3.181,0.53,40.0,21.207,0.01,1.0,0.009,0.005,1239.0,152.0,9.61,1.179,0.031,0.0,4.777,19.0,0.608,114.0,0.004,0.058,444.0,34.0,43.543,3.334,188.0,18.437,1068.0,1.453,0.04,5849.0,60.0,40.08,6.411,0.366,0.0,0.0,7.0,0.481,23.0,11.063,78.0,0.009,0.0,0.0,0.0,525.0,53.082,0.018,0.0,4981.0,1018.0,73.373,14.996,2703.0,39.817,17063.0,251.348,32327.0,2186.0,97.664,6.604,0.0,0.0,0.0,259197.0
2020-04-25,474.0,49.0,13446.0,13446.0,696.4,187.0,14.122,2649.0,10.275,15.0,2.59,0.0,0.0,0.0,0.0,177.0,16.317,1214.0,0.0,117.0,1.396,2538.0,30.292,49.0,9.923,123.0,24.91,736.0,149.054,5632.0,1.141,332.0,2.625,0.01,20.0,0.0,10.603,0.0,39.0,20.676,0.008,1.0,0.007,0.005,970.0,84.0,7.523,0.652,0.018,0.0,1.592,5.0,0.16,136.0,0.004,0.056,595.0,26.0,58.352,2.55,186.0,18.241,1040.0,1.319,0.039,5966.0,66.0,40.881,2.381,0.0,0.0,0.0,15.0,0.481,23.0,11.063,77.0,0.008,0.0,0.0,0.0,532.0,53.79,0.021,0.0,3764.0,816.0,55.446,12.02,2702.0,39.802,16604.0,244.586,30380.0,1718.0,91.782,5.19,0.0,0.0,0.0,219450.0
